Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
2020,2,Vermont,All,All,Male,All,All,All,33180,53413,18865,0.5686
2020,2,Vermont,All,American Indian/Alaska Native,All,All,All,All,37,60,28,0.7568
2020,2,Vermont,All,Asian/Pacific Islander,All,All,All,All,373,716,239,0.6408
2020,2,Vermont,All,Black/African American,All,All,All,All,321,518,225,0.7009
2020,2,Vermont,All,Hispanic,All,All,All,All,501,784,321,0.6407
2020,2,Vermont,All,Non-Hispanic White,All,All,All,All,71130,108844,41595,0.5848
2020,2,Vermont,All,Other/Unknown,All,All,All,All,,,,
2020,2,Vermont,Medicare & Medicaid,All,All,All,All,All,18671,25930,11989,0.6421
2020,2,Vermont,Medicare Only,All,All,All,All,All,56782,90190,32191,0.5669
2020,2,Virgin Islands,All,All,All,All,All,All,8492,17749,2632,0.3099
2020,2,Virginia,All,All,All,Aged,All,All,617547,892391,267905,0.4338
2020,2,Virginia,All,All,All,All,0-64,All,72756,105680,40011,0.5499
2020,2,Virginia,All,All,All,All,65-74,All,314543,485018,136978,0.4355
2020,2,Virginia,All,All,All,All,75-84,All,215756,291559,94427,0.4377
2020,2,Virginia,All,All,All,All,85 and over,All,93140,121834,39771,0.427
2020,2,Virginia,All,All,All,All,All,All,696195,1004091,311187,0.447
2020,2,Virginia,All,All,All,All,All,Rural,128947,185842,48277,0.3744
2020,2,Virginia,All,All,All,All,All,Unknown,,,,
2020,2,Virginia,All,All,All,All,All,Urban,566038,816432,262395,0.4636
2020,2,Virginia,All,All,All,Disabled,All,All,67746,100321,37319,0.5509
2020,2,Virginia,All,All,All,ESRD,All,All,10902,11379,5963,0.547
2020,2,Virginia,All,All,Female,All,All,All,396898,558362,182813,0.4606
2020,2,Virginia,All,All,Male,All,All,All,299297,445729,128374,0.4289
2020,2,Virginia,All,American Indian/Alaska Native,All,All,All,All,335,472,170,0.5075
2020,2,Virginia,All,Asian/Pacific Islander,All,All,All,All,16678,29460,8713,0.5224
2020,2,Virginia,All,Black/African American,All,All,All,All,99578,147296,47188,0.4739
2020,2,Virginia,All,Hispanic,All,All,All,All,12593,21622,6367,0.5056
2020,2,Virginia,All,Non-Hispanic White,All,All,All,All,547937,775066,239951,0.4379
2020,2,Virginia,All,Other/Unknown,All,All,All,All,,,,
2020,2,Virginia,Medicare & Medicaid,All,All,All,All,All,91808,122813,47650,0.519
2020,2,Virginia,Medicare Only,All,All,All,All,All,604387,881278,263537,0.436
2020,2,Washington,All,All,All,Aged,All,All,402962,663436,163954,0.4069
2020,2,Washington,All,All,All,All,0-64,All,54140,91859,27978,0.5168
2020,2,Washington,All,All,All,All,65-74,All,201178,361087,83675,0.4159
2020,2,Washington,All,All,All,All,75-84,All,142766,215609,57298,0.4013
2020,2,Washington,All,All,All,All,85 and over,All,62379,90231,24744,0.3967
2020,2,Washington,All,All,All,All,All,All,460463,758786,193695,0.4207
2020,2,Washington,All,All,All,All,All,Rural,104779,174837,40111,0.3828
2020,2,Washington,All,All,All,All,All,Unknown,,,,
2020,2,Washington,All,All,All,All,All,Urban,355508,583484,153508,0.4318
2020,2,Washington,All,All,All,Disabled,All,All,51152,88560,26338,0.5149
2020,2,Washington,All,All,All,ESRD,All,All,6349,6790,3403,0.536
2020,2,Washington,All,All,Female,All,All,All,254664,404635,110932,0.4356
2020,2,Washington,All,All,Male,All,All,All,205799,354152,82763,0.4022
2020,2,Washington,All,American Indian/Alaska Native,All,All,All,All,5302,8413,2315,0.4366
2020,2,Washington,All,Asian/Pacific Islander,All,All,All,All,15588,31601,6479,0.4156
2020,2,Washington,All,Black/African American,All,All,All,All,9549,17482,4834,0.5062
2020,2,Washington,All,Hispanic,All,All,All,All,15008,28483,6630,0.4418
2020,2,Washington,All,Non-Hispanic White,All,All,All,All,401097,646564,167548,0.4177
2020,2,Washington,All,Other/Unknown,All,All,All,All,,,,
2020,2,Washington,Medicare & Medicaid,All,All,All,All,All,75328,119364,36877,0.4896
2020,2,Washington,Medicare Only,All,All,All,All,All,385135,639422,156818,0.4072
2020,2,West Virginia,All,All,All,Aged,All,All,135096,195003,54200,0.4012
2020,2,West Virginia,All,All,All,All,0-64,All,33804,49655,18217,0.5389
2020,2,West Virginia,All,All,All,All,65-74,All,73502,110801,29920,0.4071
2020,2,West Virginia,All,All,All,All,75-84,All,44158,59944,17571,0.3979
2020,2,West Virginia,All,All,All,All,85 and over,All,18579,25414,7283,0.392
2020,2,West Virginia,All,All,All,All,All,All,170043,245814,72991,0.4293
2020,2,West Virginia,All,All,All,All,All,Rural,58040,84066,22636,0.39
2020,2,West Virginia,All,All,All,All,All,Unknown,,,,
2020,2,West Virginia,All,All,All,All,All,Urban,111636,161176,50182,0.4495
2020,2,West Virginia,All,All,All,Disabled,All,All,32803,48603,17691,0.5393
2020,2,West Virginia,All,All,All,ESRD,All,All,2144,2208,1100,0.5131
2020,2,West Virginia,All,All,Female,All,All,All,95602,129096,43162,0.4515
2020,2,West Virginia,All,All,Male,All,All,All,74441,116719,29829,0.4007
2020,2,West Virginia,All,American Indian/Alaska Native,All,All,All,All,56,87,34,0.6071
2020,2,West Virginia,All,Asian/Pacific Islander,All,All,All,All,488,916,191,0.3914
2020,2,West Virginia,All,Black/African American,All,All,All,All,4137,6367,1929,0.4663
2020,2,West Virginia,All,Hispanic,All,All,All,All,816,1304,366,0.4485
2020,2,West Virginia,All,Non-Hispanic White,All,All,All,All,162645,234098,69696,0.4285
2020,2,West Virginia,All,Other/Unknown,All,All,All,All,,,,
2020,2,West Virginia,Medicare & Medicaid,All,All,All,All,All,44450,59915,22614,0.5088
2020,2,West Virginia,Medicare Only,All,All,All,All,All,125593,185900,50377,0.4011
2020,2,Wisconsin,All,All,All,Aged,All,All,288865,478493,114796,0.3974
2020,2,Wisconsin,All,All,All,All,0-64,All,54975,85301,31801,0.5785
2020,2,Wisconsin,All,All,All,All,65-74,All,154899,277965,61579,0.3975
2020,2,Wisconsin,All,All,All,All,75-84,All,91541,138086,36229,0.3958
2020,2,Wisconsin,All,All,All,All,85 and over,All,45132,65203,18364,0.4069
2020,2,Wisconsin,All,All,All,All,All,All,346547,566556,147973,0.427
2020,2,Wisconsin,All,All,All,All,All,Rural,129204,216750,47505,0.3677
2020,2,Wisconsin,All,All,All,All,All,Unknown,,,,
2020,2,Wisconsin,All,All,All,All,All,Urban,217298,349685,100456,0.4623
2020,2,Wisconsin,All,All,All,Disabled,All,All,52375,82444,30485,0.5821
2020,2,Wisconsin,All,All,All,ESRD,All,All,5307,5618,2692,0.5073
2020,2,Wisconsin,All,All,Female,All,All,All,194305,305683,85538,0.4402
2020,2,Wisconsin,All,All,Male,All,All,All,152242,260873,62435,0.4101
2020,2,Wisconsin,All,American Indian/Alaska Native,All,All,All,All,2808,4318,1268,0.4516
2020,2,Wisconsin,All,Asian/Pacific Islander,All,All,All,All,3361,6814,1326,0.3945
2020,2,Wisconsin,All,Black/African American,All,All,All,All,11843,18550,6981,0.5895
2020,2,Wisconsin,All,Hispanic,All,All,All,All,6101,10651,3190,0.5229
2020,2,Wisconsin,All,Non-Hispanic White,All,All,All,All,311663,507034,130784,0.4196
2020,2,Wisconsin,All,Other/Unknown,All,All,All,All,,,,
2020,2,Wisconsin,Medicare & Medicaid,All,All,All,All,All,76269,109804,41968,0.5503
2020,2,Wisconsin,Medicare Only,All,All,All,All,All,270278,456752,106005,0.3922
2020,2,Wyoming,All,All,All,Aged,All,All,53539,87464,14541,0.2716
2020,2,Wyoming,All,All,All,All,0-64,All,7106,10805,3339,0.4699
2020,2,Wyoming,All,All,All,All,65-74,All,28808,51223,7815,0.2713
2020,2,Wyoming,All,All,All,All,75-84,All,18023,26693,4860,0.2697
2020,2,Wyoming,All,All,All,All,85 and over,All,6955,9803,2000,0.2876
2020,2,Wyoming,All,All,All,All,All,All,60892,98525,18014,0.2958
2020,2,Wyoming,All,All,All,All,All,Rural,40489,67078,11435,0.2824
2020,2,Wyoming,All,All,All,All,All,Unknown,,,,
2020,2,Wyoming,All,All,All,All,All,Urban,19758,30348,6360,0.3219
2020,2,Wyoming,All,All,All,Disabled,All,All,6899,10576,3219,0.4666
2020,2,Wyoming,All,All,All,ESRD,All,All,454,484,254,0.5595
2020,2,Wyoming,All,All,Female,All,All,All,33676,51444,10445,0.3102
2020,2,Wyoming,All,All,Male,All,All,All,27216,47081,7569,0.2781
2020,2,Wyoming,All,American Indian/Alaska Native,All,All,All,All,792,1248,386,0.4874
2020,2,Wyoming,All,Asian/Pacific Islander,All,All,All,All,231,408,67,0.29
2020,2,Wyoming,All,Black/African American,All,All,All,All,322,547,123,0.382
2020,2,Wyoming,All,Hispanic,All,All,All,All,2520,4118,833,0.3306
2020,2,Wyoming,All,Non-Hispanic White,All,All,All,All,55594,89669,16196,0.2913
2020,2,Wyoming,All,Other/Unknown,All,All,All,All,,,,
2020,2,Wyoming,Medicare & Medicaid,All,All,All,All,All,8371,11246,3813,0.4555
2020,2,Wyoming,Medicare Only,All,All,All,All,All,52521,87279,14201,0.2704
2020,3,Alabama,All,All,All,Aged,All,All,316388,407356,69087,0.2184
2020,3,Alabama,All,All,All,All,0-64,All,66040,92658,20447,0.3096
2020,3,Alabama,All,All,All,All,65-74,All,166217,223350,36544,0.2199
2020,3,Alabama,All,All,All,All,75-84,All,108881,132216,23615,0.2169
2020,3,Alabama,All,All,All,All,85 and over,All,44466,54972,9838,0.2212
2020,3,Alabama,All,All,All,All,All,All,385604,503197,90444,0.2346
2020,3,Alabama,All,All,All,All,All,Rural,115274,150337,23927,0.2076
2020,3,Alabama,All,All,All,All,All,Unknown,,,,
2020,3,Alabama,All,All,All,All,All,Urban,269364,351541,66298,0.2461
2020,3,Alabama,All,All,All,Disabled,All,All,61920,88333,19262,0.3111
2020,3,Alabama,All,All,All,ESRD,All,All,7296,7508,2095,0.2871
2020,3,Alabama,All,All,Female,All,All,All,220127,275854,55641,0.2528
2020,3,Alabama,All,All,Male,All,All,All,165477,227343,34803,0.2103
2020,3,Alabama,All,American Indian/Alaska Native,All,All,All,All,363,475,156,0.4298
2020,3,Alabama,All,Asian/Pacific Islander,All,All,All,All,1921,3022,378,0.1968
2020,3,Alabama,All,Black/African American,All,All,All,All,64414,91303,16347,0.2538
2020,3,Alabama,All,Hispanic,All,All,All,All,2947,4458,655,0.2223
2020,3,Alabama,All,Non-Hispanic White,All,All,All,All,311377,397578,71879,0.2308
2020,3,Alabama,All,Other/Unknown,All,All,All,All,,,,
2020,3,Alabama,Medicare & Medicaid,All,All,All,All,All,73532,93955,20321,0.2764
2020,3,Alabama,Medicare Only,All,All,All,All,All,312072,409241,70123,0.2247
2020,3,Alaska,All,All,All,Aged,All,All,48211,79937,14072,0.2919
2020,3,Alaska,All,All,All,All,0-64,All,7183,10844,3382,0.4708
2020,3,Alaska,All,All,All,All,65-74,All,29215,51428,8506,0.2912
2020,3,Alaska,All,All,All,All,75-84,All,14862,22360,4300,0.2893
2020,3,Alaska,All,All,All,All,85 and over,All,4438,6469,1342,0.3024
2020,3,Alaska,All,All,All,All,All,All,55698,91101,17530,0.3147
2020,3,Alaska,All,All,All,All,All,Rural,26036,43087,7342,0.282
2020,3,Alaska,All,All,All,All,All,Unknown,,,,
2020,3,Alaska,All,All,All,All,All,Urban,27577,44468,9591,0.3478
2020,3,Alaska,All,All,All,Disabled,All,All,6854,10486,3271,0.4772
2020,3,Alaska,All,All,All,ESRD,All,All,633,677,187,0.2954
2020,3,Alaska,All,All,Female,All,All,All,30297,45919,10201,0.3367
2020,3,Alaska,All,All,Male,All,All,All,25401,45182,7329,0.2885
2020,3,Alaska,All,American Indian/Alaska Native,All,All,All,All,7308,11107,2723,0.3726
2020,3,Alaska,All,Asian/Pacific Islander,All,All,All,All,2141,3839,629,0.2938
2020,3,Alaska,All,Black/African American,All,All,All,All,1407,2337,574,0.408
2020,3,Alaska,All,Hispanic,All,All,All,All,1408,2507,468,0.3324
2020,3,Alaska,All,Non-Hispanic White,All,All,All,All,41577,67822,12577,0.3025
2020,3,Alaska,All,Other/Unknown,All,All,All,All,,,,
2020,3,Alaska,Medicare & Medicaid,All,All,All,All,All,13550,19725,5622,0.4149
2020,3,Alaska,Medicare Only,All,All,All,All,All,42148,71376,11908,0.2825
2020,3,Arizona,All,All,All,Aged,All,All,457124,630070,156394,0.3421
2020,3,Arizona,All,All,All,All,0-64,All,34712,51955,17474,0.5034
2020,3,Arizona,All,All,All,All,65-74,All,251295,367162,85875,0.3417
2020,3,Arizona,All,All,All,All,75-84,All,156004,199648,54140,0.347
2020,3,Arizona,All,All,All,All,85 and over,All,53202,66669,18389,0.3456
2020,3,Arizona,All,All,All,All,All,All,495213,685434,175878,0.3552
2020,3,Arizona,All,All,All,All,All,Rural,71429,106754,22506,0.3151
2020,3,Arizona,All,All,All,All,All,Unknown,,,,
2020,3,Arizona,All,All,All,All,All,Urban,422776,577116,153109,0.3622
2020,3,Arizona,All,All,All,Disabled,All,All,31474,48551,15540,0.4937
2020,3,Arizona,All,All,All,ESRD,All,All,6615,6814,3944,0.5962
2020,3,Arizona,All,All,Female,All,All,All,273886,365200,101672,0.3712
2020,3,Arizona,All,All,Male,All,All,All,221327,320234,74206,0.3353
2020,3,Arizona,All,American Indian/Alaska Native,All,All,All,All,17589,24051,8490,0.4827
2020,3,Arizona,All,Asian/Pacific Islander,All,All,All,All,7018,10997,2535,0.3612
2020,3,Arizona,All,Black/African American,All,All,All,All,10912,16117,4865,0.4458
2020,3,Arizona,All,Hispanic,All,All,All,All,35510,57206,14333,0.4036
2020,3,Arizona,All,Non-Hispanic White,All,All,All,All,410793,557757,141059,0.3434
2020,3,Arizona,All,Other/Unknown,All,All,All,All,,,,
2020,3,Arizona,Medicare & Medicaid,All,All,All,All,All,52775,77146,24618,0.4665
2020,3,Arizona,Medicare Only,All,All,All,All,All,442438,608288,151260,0.3419
2020,3,Arkansas,All,All,All,Aged,All,All,259103,340290,50406,0.1945
2020,3,Arkansas,All,All,All,All,0-64,All,47184,65902,14216,0.3013
2020,3,Arkansas,All,All,All,All,65-74,All,135372,187150,25700,0.1898
2020,3,Arkansas,All,All,All,All,75-84,All,90103,111321,17428,0.1934
2020,3,Arkansas,All,All,All,All,85 and over,All,35522,43762,7810,0.2199
2020,3,Arkansas,All,All,All,All,All,All,308181,408135,65154,0.2114
2020,3,Arkansas,All,All,All,All,All,Rural,139839,185984,26239,0.1876
2020,3,Arkansas,All,All,All,All,All,Unknown,,,,
2020,3,Arkansas,All,All,All,All,All,Urban,166831,220129,38626,0.2315
2020,3,Arkansas,All,All,All,Disabled,All,All,44910,63479,13555,0.3018
2020,3,Arkansas,All,All,All,ESRD,All,All,4168,4366,1193,0.2862
2020,3,Arkansas,All,All,Female,All,All,All,177525,224656,39924,0.2249
2020,3,Arkansas,All,All,Male,All,All,All,130656,183480,25230,0.1931
2020,3,Arkansas,All,American Indian/Alaska Native,All,All,All,All,1039,1368,288,0.2772
2020,3,Arkansas,All,Asian/Pacific Islander,All,All,All,All,1555,2521,267,0.1717
2020,3,Arkansas,All,Black/African American,All,All,All,All,29250,40410,7344,0.2511
2020,3,Arkansas,All,Hispanic,All,All,All,All,3660,5880,772,0.2109
2020,3,Arkansas,All,Non-Hispanic White,All,All,All,All,269095,352837,55717,0.2071
2020,3,Arkansas,All,Other/Unknown,All,All,All,All,,,,
2020,3,Arkansas,Medicare & Medicaid,All,All,All,All,All,58244,74854,17032,0.2924
2020,3,Arkansas,Medicare Only,All,All,All,All,All,249937,333281,48122,0.1925
2020,3,California,All,All,All,Aged,All,All,1790529,2564566,764288,0.4269
2020,3,California,All,All,All,All,0-64,All,245917,363602,135816,0.5523
2020,3,California,All,All,All,All,65-74,All,918105,1414828,393591,0.4287
2020,3,California,All,All,All,All,75-84,All,610641,806268,260256,0.4262
2020,3,California,All,All,All,All,85 and over,All,282533,364581,120350,0.426
2020,3,California,All,All,All,All,All,All,2057196,2949279,910013,0.4424
2020,3,California,All,All,All,All,All,Rural,227892,329587,89222,0.3915
2020,3,California,All,All,All,All,All,Unknown,,,,
2020,3,California,All,All,All,All,All,Urban,1828285,2617254,820342,0.4487
2020,3,California,All,All,All,Disabled,All,All,227891,344258,127213,0.5582
2020,3,California,All,All,All,ESRD,All,All,38776,40455,18512,0.4774
2020,3,California,All,All,Female,All,All,All,1166272,1606398,536604,0.4601
2020,3,California,All,All,Male,All,All,All,890924,1342881,373409,0.4191
2020,3,California,All,American Indian/Alaska Native,All,All,All,All,8988,12565,3931,0.4374
2020,3,California,All,Asian/Pacific Islander,All,All,All,All,241165,362666,112195,0.4652
2020,3,California,All,Black/African American,All,All,All,All,101476,155483,51266,0.5052
2020,3,California,All,Hispanic,All,All,All,All,322384,526340,156620,0.4858
2020,3,California,All,Non-Hispanic White,All,All,All,All,1304539,1775485,551533,0.4228
2020,3,California,All,Other/Unknown,All,All,All,All,,,,
2020,3,California,Medicare & Medicaid,All,All,All,All,All,696760,959859,363405,0.5216
2020,3,California,Medicare Only,All,All,All,All,All,1360436,1989420,546608,0.4018
2020,3,Colorado,All,All,All,Aged,All,All,275703,398012,60375,0.219
2020,3,Colorado,All,All,All,All,0-64,All,35181,51849,15412,0.4381
2020,3,Colorado,All,All,All,All,65-74,All,157952,244056,34933,0.2212
2020,3,Colorado,All,All,All,All,75-84,All,85116,112388,17995,0.2114
2020,3,Colorado,All,All,All,All,85 and over,All,34278,43276,7972,0.2326
2020,3,Colorado,All,All,All,All,All,All,312527,451569,76312,0.2442
2020,3,Colorado,All,All,All,All,All,Rural,75277,114296,14130,0.1877
2020,3,Colorado,All,All,All,All,All,Unknown,,,,
2020,3,Colorado,All,All,All,All,All,Urban,237040,336932,62137,0.2621
2020,3,Colorado,All,All,All,Disabled,All,All,33397,49875,14823,0.4438
2020,3,Colorado,All,All,All,ESRD,All,All,3427,3683,1114,0.3251
2020,3,Colorado,All,All,Female,All,All,All,174073,238590,45297,0.2602
2020,3,Colorado,All,All,Male,All,All,All,138454,212979,31015,0.224
2020,3,Colorado,All,American Indian/Alaska Native,All,All,All,All,935,1398,298,0.3187
2020,3,Colorado,All,Asian/Pacific Islander,All,All,All,All,4985,8167,1205,0.2417
2020,3,Colorado,All,Black/African American,All,All,All,All,8072,12542,2600,0.3221
2020,3,Colorado,All,Hispanic,All,All,All,All,25350,41729,7367,0.2906
2020,3,Colorado,All,Non-Hispanic White,All,All,All,All,262585,371837,62369,0.2375
2020,3,Colorado,All,Other/Unknown,All,All,All,All,,,,
2020,3,Colorado,Medicare & Medicaid,All,All,All,All,All,52438,73005,20847,0.3976
2020,3,Colorado,Medicare Only,All,All,All,All,All,260089,378564,55465,0.2133
2020,3,Connecticut,All,All,All,Aged,All,All,210200,268613,59707,0.284
2020,3,Connecticut,All,All,All,All,0-64,All,34385,44512,19178,0.5577
2020,3,Connecticut,All,All,All,All,65-74,All,93558,128193,28508,0.3047
2020,3,Connecticut,All,All,All,All,75-84,All,74814,90685,20448,0.2733
2020,3,Connecticut,All,All,All,All,85 and over,All,43569,51493,11314,0.2597
2020,3,Connecticut,All,All,All,All,All,All,246326,314882,79448,0.3225
2020,3,Connecticut,All,All,All,All,All,Rural,10666,13922,3203,0.3003
2020,3,Connecticut,All,All,All,All,All,Unknown,,,,
2020,3,Connecticut,All,All,All,All,All,Urban,235618,300854,76237,0.3236
2020,3,Connecticut,All,All,All,Disabled,All,All,32833,42871,18579,0.5659
2020,3,Connecticut,All,All,All,ESRD,All,All,3293,3398,1162,0.3529
2020,3,Connecticut,All,All,Female,All,All,All,141460,175576,47492,0.3357
2020,3,Connecticut,All,All,Male,All,All,All,104866,139307,31956,0.3047
2020,3,Connecticut,All,American Indian/Alaska Native,All,All,All,All,219,283,101,0.4612
2020,3,Connecticut,All,Asian/Pacific Islander,All,All,All,All,4219,6477,1300,0.3081
2020,3,Connecticut,All,Black/African American,All,All,All,All,14188,19506,5549,0.3911
2020,3,Connecticut,All,Hispanic,All,All,All,All,14660,20037,6462,0.4408
2020,3,Connecticut,All,Non-Hispanic White,All,All,All,All,203678,255739,63157,0.3101
2020,3,Connecticut,All,Other/Unknown,All,All,All,All,,,,
2020,3,Connecticut,Medicare & Medicaid,All,All,All,All,All,72796,90496,32809,0.4507
2020,3,Connecticut,Medicare Only,All,All,All,All,All,173530,224387,46639,0.2688
2020,3,Delaware,All,All,All,Aged,All,All,112966,141562,39507,0.3497
2020,3,Delaware,All,All,All,All,0-64,All,13129,17112,7233,0.5509
2020,3,Delaware,All,All,All,All,65-74,All,61381,80249,22119,0.3604
2020,3,Delaware,All,All,All,All,75-84,All,38383,45690,13340,0.3475
2020,3,Delaware,All,All,All,All,85 and over,All,14031,16467,4418,0.3149
2020,3,Delaware,All,All,All,All,All,All,126924,159519,47110,0.3712
2020,3,Delaware,All,All,All,All,All,Rural,39432,48274,12490,0.3167
2020,3,Delaware,All,All,All,All,All,Unknown,,,,
2020,3,Delaware,All,All,All,All,All,Urban,87454,111176,34605,0.3957
2020,3,Delaware,All,All,All,Disabled,All,All,12422,16351,6890,0.5547
2020,3,Delaware,All,All,All,ESRD,All,All,1536,1606,713,0.4642
2020,3,Delaware,All,All,Female,All,All,All,72171,88686,27969,0.3875
2020,3,Delaware,All,All,Male,All,All,All,54753,70833,19141,0.3496
2020,3,Delaware,All,American Indian/Alaska Native,All,All,All,All,52,64,24,0.4615
2020,3,Delaware,All,Asian/Pacific Islander,All,All,All,All,1807,2682,717,0.3968
2020,3,Delaware,All,Black/African American,All,All,All,All,16911,22241,7402,0.4377
2020,3,Delaware,All,Hispanic,All,All,All,All,2723,3770,1212,0.4451
2020,3,Delaware,All,Non-Hispanic White,All,All,All,All,101705,125887,36416,0.3581
2020,3,Delaware,All,Other/Unknown,All,All,All,All,,,,
2020,3,Delaware,Medicare & Medicaid,All,All,All,All,All,17986,22632,8644,0.4806
2020,3,Delaware,Medicare Only,All,All,All,All,All,108938,136886,38466,0.3531
2020,3,District Of Columbia,All,All,All,Aged,All,All,33035,47983,12382,0.3748
2020,3,District Of Columbia,All,All,All,All,0-64,All,6407,9274,3213,0.5015
2020,3,District Of Columbia,All,All,All,All,65-74,All,16640,25461,6599,0.3966
2020,3,District Of Columbia,All,All,All,All,75-84,All,11415,15496,4166,0.365
2020,3,District Of Columbia,All,All,All,All,85 and over,All,5643,7699,1935,0.3429
2020,3,District Of Columbia,All,All,All,All,All,All,40105,57930,15913,0.3968
2020,3,District Of Columbia,All,All,All,All,All,Rural,,,,
2020,3,District Of Columbia,All,All,All,All,All,Unknown,,,,
2020,3,District Of Columbia,All,All,All,All,All,Urban,40099,57903,15910,0.3968
2020,3,District Of Columbia,All,All,All,Disabled,All,All,5742,8574,2903,0.5056
2020,3,District Of Columbia,All,All,All,ESRD,All,All,1328,1373,628,0.4729
2020,3,District Of Columbia,All,All,Female,All,All,All,23908,33165,9842,0.4117
2020,3,District Of Columbia,All,All,Male,All,All,All,16197,24765,6071,0.3748
2020,3,District Of Columbia,All,American Indian/Alaska Native,All,All,All,All,,,,
2020,3,District Of Columbia,All,Asian/Pacific Islander,All,All,All,All,669,1119,218,0.3259
2020,3,District Of Columbia,All,Black/African American,All,All,All,All,23385,33789,9692,0.4145
2020,3,District Of Columbia,All,Hispanic,All,All,All,All,1594,2641,820,0.5144
2020,3,District Of Columbia,All,Non-Hispanic White,All,All,All,All,13111,18298,4686,0.3574
2020,3,District Of Columbia,All,Other/Unknown,All,All,All,All,,,,
2020,3,District Of Columbia,Medicare & Medicaid,All,All,All,All,All,16190,22127,7474,0.4616
2020,3,District Of Columbia,Medicare Only,All,All,All,All,All,23915,35803,8439,0.3529
2020,3,Florida,All,All,All,Aged,All,All,1507471,1901101,452058,0.2999
2020,3,Florida,All,All,All,All,0-64,All,152555,209761,66657,0.4369
2020,3,Florida,All,All,All,All,65-74,All,736300,990362,219867,0.2986
2020,3,Florida,All,All,All,All,75-84,All,538212,640364,162463,0.3019
2020,3,Florida,All,All,All,All,85 and over,All,244560,281988,74628,0.3052
2020,3,Florida,All,All,All,All,All,All,1671627,2122474,523615,0.3132
2020,3,Florida,All,All,All,All,All,Rural,64229,85257,16064,0.2501
2020,3,Florida,All,All,All,All,All,Unknown,,,,
2020,3,Florida,All,All,All,All,All,Urban,1604557,2032564,506858,0.3159
2020,3,Florida,All,All,All,Disabled,All,All,140732,197217,61899,0.4398
2020,3,Florida,All,All,All,ESRD,All,All,23424,24156,9658,0.4123
2020,3,Florida,All,All,Female,All,All,All,939317,1158734,307126,0.327
2020,3,Florida,All,All,Male,All,All,All,732310,963740,216489,0.2956
2020,3,Florida,All,American Indian/Alaska Native,All,All,All,All,1130,1512,358,0.3168
2020,3,Florida,All,Asian/Pacific Islander,All,All,All,All,19156,28920,5819,0.3038
2020,3,Florida,All,Black/African American,All,All,All,All,107897,150274,35821,0.332
2020,3,Florida,All,Hispanic,All,All,All,All,121747,165708,51086,0.4196
2020,3,Florida,All,Non-Hispanic White,All,All,All,All,1377076,1715682,416766,0.3026
2020,3,Florida,All,Other/Unknown,All,All,All,All,,,,
2020,3,Florida,Medicare & Medicaid,All,All,All,All,All,239916,299541,99590,0.4151
2020,3,Florida,Medicare Only,All,All,All,All,All,1431711,1822933,424025,0.2962
2020,3,Georgia,All,All,All,Aged,All,All,575935,750227,126615,0.2198
2020,3,Georgia,All,All,All,All,0-64,All,90821,126063,30092,0.3313
2020,3,Georgia,All,All,All,All,65-74,All,311406,426656,68651,0.2205
2020,3,Georgia,All,All,All,All,75-84,All,195864,238479,42732,0.2182
2020,3,Georgia,All,All,All,All,85 and over,All,75595,92042,17144,0.2268
2020,3,Georgia,All,All,All,All,All,All,673686,883240,158619,0.2354
2020,3,Georgia,All,All,All,All,All,Rural,143094,184380,30349,0.2121
2020,3,Georgia,All,All,All,All,All,Unknown,,,,
2020,3,Georgia,All,All,All,All,All,Urban,530027,698042,128131,0.2417
2020,3,Georgia,All,All,All,Disabled,All,All,80833,115499,27434,0.3394
2020,3,Georgia,All,All,All,ESRD,All,All,16918,17514,4570,0.2701
2020,3,Georgia,All,All,Female,All,All,All,380696,482832,96185,0.2527
2020,3,Georgia,All,All,Male,All,All,All,292990,400408,62434,0.2131
2020,3,Georgia,All,American Indian/Alaska Native,All,All,All,All,328,458,104,0.3171
2020,3,Georgia,All,Asian/Pacific Islander,All,All,All,All,10795,16865,2763,0.256
2020,3,Georgia,All,Black/African American,All,All,All,All,123191,174986,33575,0.2725
2020,3,Georgia,All,Hispanic,All,All,All,All,12024,19367,2843,0.2364
2020,3,Georgia,All,Non-Hispanic White,All,All,All,All,513421,652147,116129,0.2262
2020,3,Georgia,All,Other/Unknown,All,All,All,All,,,,
2020,3,Georgia,Medicare & Medicaid,All,All,All,All,All,122037,155782,36750,0.3011
2020,3,Georgia,Medicare Only,All,All,All,All,All,551649,727459,121869,0.2209
2020,3,Hawaii,All,All,All,Aged,All,All,69691,100338,26346,0.378
2020,3,Hawaii,All,All,All,All,0-64,All,5834,9169,2662,0.4563
2020,3,Hawaii,All,All,All,All,65-74,All,35986,55648,13007,0.3614
2020,3,Hawaii,All,All,All,All,75-84,All,22647,30010,8717,0.3849
2020,3,Hawaii,All,All,All,All,85 and over,All,12120,15780,5087,0.4197
2020,3,Hawaii,All,All,All,All,All,All,76587,110606,29473,0.3848
2020,3,Hawaii,All,All,All,All,All,Rural,24325,36808,6929,0.2849
2020,3,Hawaii,All,All,All,All,All,Unknown,,,,
2020,3,Hawaii,All,All,All,All,All,Urban,52253,73731,22544,0.4314
